tier,level,source,mapName,encounterCount,totalEncounterWeight,averageMobLevel,className,equipmentPoints,hp,attack,defense,power,mobXp,secondsPerFind,ttkSeconds,secondsPerMob,killsPerHour,effectiveXpPerHour,xpPerHourVsBestPercent,timeHours,effectiveXpPerKill,effectiveXpPerSample,xpVsBestPercent,potionsUsed,expectedDamagePerKill,riskLevel
1,10,"real-seed-maps","Subúrbio Silencioso",6,113.63,3.7,"Lutador",30,701,84,96,90,8.5,15,8.15,23.15,155,1421,100,6.43,9.2,9166,100,8,1.05,"MEDIUM"
1,10,"real-seed-maps","Subúrbio Silencioso",6,113.63,3.7,"Assassino",30,246,86,4,129.9,8.5,15,8.09,23.09,155,1323,93.1,6.41,8.5,8536,93.1,11,0.99,"MEDIUM"
1,10,"real-seed-maps","Subúrbio Silencioso",6,113.63,3.7,"Atirador",30,268,88,6,130.5,8.5,15,7.72,22.72,158,1349,94.9,6.31,8.5,8536,93.1,11,0.98,"MEDIUM"
1,10,"real-seed-maps","Subúrbio Silencioso",6,113.63,3.7,"Medico",30,632,62,94,74.9,8.5,15,8.6,23.6,152,1393,98,6.56,9.2,9166,100,8,1.12,"MEDIUM"
2,20,"real-seed-maps","Distrito da Ferrugem",6,113.63,13.7,"Lutador",60,1229,160,186,180.6,14.5,15,24.15,39.15,91,1434,100,10.88,15.8,15759,100,17,2.11,"MEDIUM"
2,20,"real-seed-maps","Distrito da Ferrugem",6,113.63,13.7,"Assassino",60,402,160,10,355.8,14.5,15,22.52,37.52,95,1376,96,10.42,14.5,14480,91.9,21,1.93,"MEDIUM"
2,20,"real-seed-maps","Distrito da Ferrugem",6,113.63,13.7,"Atirador",60,424,160,14,355.3,14.5,15,22.52,37.52,95,1376,96,10.42,14.5,14480,91.9,19,1.77,"MEDIUM"
2,20,"real-seed-maps","Distrito da Ferrugem",6,113.63,13.7,"Medico",60,1112,114,184,155.9,14.5,15,24.39,39.39,91,1434,100,10.94,15.8,15759,100,17,2.34,"MEDIUM"
3,30,"real-seed-maps","Hospital Santa Ruína",6,113.63,23.7,"Lutador",90,1739,236,274,281.9,25.9,15,31.71,46.71,77,2173,100,12.98,28.2,28222,100,35,6.9,"MEDIUM"
3,30,"real-seed-maps","Hospital Santa Ruína",6,113.63,23.7,"Assassino",90,534,236,14,726.5,25.9,15,29.08,44.08,81,2070,95.3,12.24,25.6,25558,90.6,59,7.41,"MEDIUM"
3,30,"real-seed-maps","Hospital Santa Ruína",6,113.63,23.7,"Atirador",90,550,240,16,751.2,25.9,15,29.08,44.08,81,2070,95.3,12.24,25.6,25558,90.6,56,7.17,"MEDIUM"
3,30,"real-seed-maps","Hospital Santa Ruína",6,113.63,23.7,"Medico",90,1580,164,272,254.3,25.9,15,31.71,46.71,77,2173,100,12.98,28.2,28222,100,36,8.19,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,113.63,33.7,"Lutador",120,2261,306,364,383.9,42,15,39,54,66,2999,100,15,45.4,45439,100,63,13.3,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,113.63,33.7,"Assassino",120,672,310,18,1161.2,42,15,35,50,72,2951,98.4,13.89,41,40985,90.2,112,14.48,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,113.63,33.7,"Atirador",120,694,318,20,1225.5,42,15,35,50,72,2951,98.4,13.89,41,40985,90.2,106,13.86,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,113.63,33.7,"Medico",120,2054,213,362,380.8,42,15,39,54,66,2999,100,15,45.4,45439,100,65,15.9,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,113.63,43.7,"Lutador",150,2801,382,458,488.4,64.3,15,40,55,65,4513,98.5,15.28,69.4,69438,100,59,26.09,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,113.63,43.7,"Assassino",150,804,384,20,1722.5,64.3,15,35,50,72,4541,99.1,13.89,63.1,63074,90.8,111,26.09,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,113.63,43.7,"Atirador",150,832,394,24,1851.4,64.3,15,35,50,72,4541,99.1,13.89,63.1,63074,90.8,105,24.89,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,113.63,43.7,"Medico",150,2528,267,452,534.8,64.3,15,39,54,66,4583,100,15,69.4,69438,100,61,30.92,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,113.63,53.7,"Lutador",180,3125,446,498,602.1,96.2,15,40,55,65,6750,99.3,15.28,103.9,103853,100,104,47.51,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,113.63,53.7,"Assassino",192,1020,446,36,2300,96.2,15,35,50,72,6795,100,13.89,94.4,94369,90.9,148,37.68,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,113.63,53.7,"Atirador",192,1042,458,40,2482.1,96.2,15,35,50,72,6795,100,13.89,94.4,94369,90.9,143,36.73,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,113.63,53.7,"Medico",180,2840,311,498,654.7,96.2,15,40,55,65,6750,99.3,15.28,103.9,103853,100,105,55.83,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,113.63,63.7,"Lutador",210,3473,498,544,705.3,141.5,15,41,56,64,9794,98.1,15.56,153,153027,100,111,84.07,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,113.63,63.7,"Assassino",234,1206,506,52,3036,141.5,15,35,50,72,9985,100,13.89,138.7,138686,90.6,137,55.24,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,113.63,63.7,"Atirador",234,1234,518,58,3226.4,141.5,15,35,50,72,9985,100,13.89,138.7,138686,90.6,131,53.68,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,113.63,63.7,"Medico",210,3128,353,540,800.6,141.5,15,40,55,65,9947,99.6,15.28,153,153027,100,114,99.65,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,113.63,73.7,"Lutador",240,3833,558,592,804.9,203.8,15,41,56,64,14091,98,15.56,220.2,220173,100,180,145.33,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,113.63,73.7,"Assassino",276,1410,564,68,3871.2,203.8,15,35,50,72,14379,100,13.89,199.7,199714,90.7,189,81.95,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,113.63,73.7,"Atirador",276,1432,574,74,4100.2,203.8,15,35,50,72,14379,100,13.89,199.7,199714,90.7,184,80.55,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,113.63,73.7,"Medico",240,3434,399,584,923.6,203.8,15,40,55,65,14311,99.5,15.28,220.2,220173,100,184,170.93,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,113.63,83.7,"Lutador",270,4157,618,632,937.3,293.5,15,41,56,64,20278,97.9,15.56,316.8,316843,100,194,243.58,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,113.63,83.7,"Assassino",318,1602,624,84,4827.9,293.5,15,35,50,72,20706,100,13.89,287.6,287583,90.8,251,121.3,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,113.63,83.7,"Atirador",318,1618,642,88,5210.9,293.5,15,35,50,72,20706,100,13.89,287.6,287583,90.8,246,120.33,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,113.63,83.7,"Medico",270,3740,441,630,1039,293.5,15,41,56,64,20278,97.9,15.56,316.8,316843,100,200,282.54,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,113.63,93.7,"Lutador",300,4523,678,680,1060.6,418.5,15,42,57,63,28461,96.4,15.83,451.8,451763,100,298,406.71,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,113.63,93.7,"Assassino",360,1794,686,98,5912.5,418.5,15,35,50,72,29510,100,13.89,409.9,409862,90.7,338,182.94,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,113.63,93.7,"Atirador",360,1834,698,108,6315,418.5,15,35,50,72,29510,100,13.89,409.9,409862,90.7,326,180.03,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,113.63,93.7,"Medico",300,4028,487,672,1147.4,418.5,15,41,56,64,28913,98,15.56,451.8,451763,100,311,471.54,"MEDIUM"
