tier,level,source,mapName,encounterCount,totalEncounterWeight,averageMobLevel,className,equipmentPoints,hp,attack,defense,power,mobXp,secondsPerFind,ttkSeconds,secondsPerMob,killsPerHour,effectiveXpPerHour,xpPerHourVsBestPercent,timeHours,effectiveXpPerKill,effectiveXpPerSample,xpVsBestPercent,potionsUsed,expectedDamagePerKill,riskLevel
1,10,"real-seed-maps","Subúrbio Silencioso",6,139.67,4.2,"Lutador",30,701,84,96,90,9,7,8.82,15.82,227,2200,100,4.39,9.7,9694,100,4,1.07,"MEDIUM"
1,10,"real-seed-maps","Subúrbio Silencioso",6,139.67,4.2,"Assassino",30,246,86,4,129.9,9,7,8.75,15.75,228,2051,93.2,4.38,9,8995,92.8,17,1.05,"MEDIUM"
1,10,"real-seed-maps","Subúrbio Silencioso",6,139.67,4.2,"Atirador",30,268,88,6,130.5,9,7,8.45,15.45,233,2096,95.3,4.29,9,8995,92.8,15,1.02,"MEDIUM"
1,10,"real-seed-maps","Subúrbio Silencioso",6,139.67,4.2,"Medico",30,632,62,94,74.9,9,7,9.31,16.31,220,2133,97,4.53,9.7,9694,100,5,1.16,"MEDIUM"
2,20,"real-seed-maps","Distrito da Ferrugem",6,139.67,14.2,"Lutador",60,1229,160,186,180.6,15.2,7,25.79,32.79,109,1799,100,9.11,16.5,16505,100,6,2.32,"MEDIUM"
2,20,"real-seed-maps","Distrito da Ferrugem",6,139.67,14.2,"Assassino",60,402,160,10,355.8,15.2,7,24.1,31.1,115,1742,96.8,8.64,15.1,15149,91.8,22,2.19,"MEDIUM"
2,20,"real-seed-maps","Distrito da Ferrugem",6,139.67,14.2,"Atirador",60,424,160,14,355.3,15.2,7,24.1,31.1,115,1742,96.8,8.64,15.1,15149,91.8,19,1.98,"MEDIUM"
2,20,"real-seed-maps","Distrito da Ferrugem",6,139.67,14.2,"Medico",60,1112,114,184,155.9,15.2,7,26.05,33.05,108,1783,99.1,9.18,16.5,16505,100,7,2.61,"MEDIUM"
3,30,"real-seed-maps","Hospital Santa Ruína",6,139.67,24.2,"Lutador",90,1739,236,274,281.9,27.2,7,32.89,39.89,90,2663,100,11.08,29.6,29584,100,16,7.69,"MEDIUM"
3,30,"real-seed-maps","Hospital Santa Ruína",6,139.67,24.2,"Assassino",90,534,236,14,726.5,27.2,7,30.19,37.19,96,2571,96.5,10.33,26.8,26785,90.5,62,8.24,"MEDIUM"
3,30,"real-seed-maps","Hospital Santa Ruína",6,139.67,24.2,"Atirador",90,550,240,16,751.2,27.2,7,30.19,37.19,96,2571,96.5,10.33,26.8,26785,90.5,58,7.97,"MEDIUM"
3,30,"real-seed-maps","Hospital Santa Ruína",6,139.67,24.2,"Medico",90,1580,164,272,254.3,27.2,7,32.89,39.89,90,2663,100,11.08,29.6,29584,100,18,9.1,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,139.67,34.2,"Lutador",120,2261,306,364,383.9,43.9,7,39,46,78,3701,100,12.78,47.4,47447,100,25,14.84,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,139.67,34.2,"Assassino",120,672,310,18,1161.2,43.9,7,35,42,85,3643,98.4,11.67,42.9,42863,90.3,96,15.82,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,139.67,34.2,"Atirador",120,694,318,20,1225.5,43.9,7,35,42,85,3643,98.4,11.67,42.9,42863,90.3,89,15.21,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,139.67,34.2,"Medico",120,2054,213,362,380.8,43.9,7,39,46,78,3701,100,12.78,47.4,47447,100,27,17.76,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,139.67,44.2,"Lutador",150,2801,382,458,488.4,67.2,7,40,47,76,5512,97.4,13.06,72.5,72520,100,38,29.12,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,139.67,44.2,"Assassino",150,804,384,20,1722.5,67.2,7,35,42,85,5600,99,11.67,65.9,65881,90.8,133,28.3,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,139.67,44.2,"Atirador",150,832,394,24,1851.4,67.2,7,35,42,85,5600,99,11.67,65.9,65881,90.8,123,27.06,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,139.67,44.2,"Medico",150,2528,267,452,534.8,67.2,7,39,46,78,5657,100,12.78,72.5,72520,100,41,34.62,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,139.67,54.2,"Lutador",180,3125,446,498,602.1,100.3,7,40,47,76,8231,98.4,13.06,108.3,108304,100,63,53.01,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,139.67,54.2,"Assassino",192,1020,446,36,2300,100.3,7,35,42,85,8362,100,11.67,98.4,98381,90.8,152,40.82,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,139.67,54.2,"Atirador",192,1042,458,40,2482.1,100.3,7,35,42,85,8362,100,11.67,98.4,98381,90.8,146,39.86,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,139.67,54.2,"Medico",180,2840,311,498,654.7,100.3,7,40,47,76,8231,98.4,13.06,108.3,108304,100,66,62.27,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,139.67,64.2,"Lutador",210,3473,498,544,705.3,147.6,7,41,48,75,11966,97.3,13.33,159.6,159551,100,94,93.46,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,139.67,64.2,"Assassino",234,1206,506,52,3036,147.6,7,35,42,85,12293,100,11.67,144.6,144629,90.6,176,59.85,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,139.67,64.2,"Atirador",234,1234,518,58,3226.4,147.6,7,35,42,85,12293,100,11.67,144.6,144629,90.6,167,58.26,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,139.67,64.2,"Medico",210,3128,353,540,800.6,147.6,7,40,47,76,12126,98.6,13.06,159.6,159551,100,100,110.49,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,139.67,74.2,"Lutador",240,3833,558,592,804.9,212.4,7,41,48,75,17205,97.3,13.33,229.4,229404,100,148,160.59,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,139.67,74.2,"Assassino",276,1410,564,68,3871.2,212.4,7,35,42,85,17688,100,11.67,208.1,208100,90.7,223,88.58,"MEDIUM"
