tier,level,source,mapName,encounterCount,totalEncounterWeight,averageMobLevel,className,equipmentPoints,hp,attack,defense,power,mobXp,secondsPerFind,ttkSeconds,secondsPerMob,killsPerHour,effectiveXpPerHour,xpPerHourVsBestPercent,timeHours,effectiveXpPerKill,effectiveXpPerSample,xpVsBestPercent,potionsUsed,expectedDamagePerKill,riskLevel
1,10,"real-seed-maps","Subúrbio Silencioso",6,139.67,4.2,"Lutador",30,701,84,96,90,9,6,8.82,14.82,242,2346,100,4.12,9.7,9694,100,8,1.07,"MEDIUM"
1,10,"real-seed-maps","Subúrbio Silencioso",6,139.67,4.2,"Assassino",30,246,86,4,129.9,9,6,8.75,14.75,244,2195,93.6,4.1,9,8995,92.8,12,1.05,"MEDIUM"
1,10,"real-seed-maps","Subúrbio Silencioso",6,139.67,4.2,"Atirador",30,268,88,6,130.5,9,6,8.45,14.45,249,2240,95.5,4.01,9,8995,92.8,11,1.02,"MEDIUM"
1,10,"real-seed-maps","Subúrbio Silencioso",6,139.67,4.2,"Medico",30,632,62,94,74.9,9,6,9.31,15.31,235,2278,97.1,4.25,9.7,9694,100,8,1.16,"MEDIUM"
2,20,"real-seed-maps","Distrito da Ferrugem",6,139.67,14.2,"Lutador",60,1229,160,186,180.6,15.2,6,25.79,31.79,113,1865,100,8.83,16.5,16505,100,19,2.32,"MEDIUM"
2,20,"real-seed-maps","Distrito da Ferrugem",6,139.67,14.2,"Assassino",60,402,160,10,355.8,15.2,6,24.1,30.1,119,1803,96.7,8.36,15.1,15149,91.8,25,2.19,"MEDIUM"
2,20,"real-seed-maps","Distrito da Ferrugem",6,139.67,14.2,"Atirador",60,424,160,14,355.3,15.2,6,24.1,30.1,119,1803,96.7,8.36,15.1,15149,91.8,22,1.98,"MEDIUM"
2,20,"real-seed-maps","Distrito da Ferrugem",6,139.67,14.2,"Medico",60,1112,114,184,155.9,15.2,6,26.05,32.05,112,1849,99.1,8.9,16.5,16505,100,19,2.61,"MEDIUM"
3,30,"real-seed-maps","Hospital Santa Ruína",6,139.67,24.2,"Lutador",90,1739,236,274,281.9,27.2,6,32.89,38.89,92,2722,100,10.8,29.6,29584,100,39,7.69,"MEDIUM"
3,30,"real-seed-maps","Hospital Santa Ruína",6,139.67,24.2,"Assassino",90,534,236,14,726.5,27.2,6,30.19,36.19,99,2652,97.4,10.05,26.8,26785,90.5,66,8.24,"MEDIUM"
3,30,"real-seed-maps","Hospital Santa Ruína",6,139.67,24.2,"Atirador",90,550,240,16,751.2,27.2,6,30.19,36.19,99,2652,97.4,10.05,26.8,26785,90.5,63,7.97,"MEDIUM"
3,30,"real-seed-maps","Hospital Santa Ruína",6,139.67,24.2,"Medico",90,1580,164,272,254.3,27.2,6,32.89,38.89,92,2722,100,10.8,29.6,29584,100,40,9.1,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,139.67,34.2,"Lutador",120,2261,306,364,383.9,43.9,6,39,45,80,3796,100,12.5,47.4,47447,100,71,14.84,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,139.67,34.2,"Assassino",120,672,310,18,1161.2,43.9,6,35,41,87,3729,98.2,11.39,42.9,42863,90.3,123,15.82,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,139.67,34.2,"Atirador",120,694,318,20,1225.5,43.9,6,35,41,87,3729,98.2,11.39,42.9,42863,90.3,117,15.21,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,139.67,34.2,"Medico",120,2054,213,362,380.8,43.9,6,39,45,80,3796,100,12.5,47.4,47447,100,73,17.76,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,139.67,44.2,"Lutador",150,2801,382,458,488.4,67.2,6,40,46,78,5657,97.5,12.78,72.5,72520,100,67,29.12,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,139.67,44.2,"Assassino",150,804,384,20,1722.5,67.2,6,35,41,87,5732,98.8,11.39,65.9,65881,90.8,120,28.3,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,139.67,44.2,"Atirador",150,832,394,24,1851.4,67.2,6,35,41,87,5732,98.8,11.39,65.9,65881,90.8,114,27.06,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,139.67,44.2,"Medico",150,2528,267,452,534.8,67.2,6,39,45,80,5802,100,12.5,72.5,72520,100,69,34.62,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,139.67,54.2,"Lutador",180,3125,446,498,602.1,100.3,6,40,46,78,8448,98.7,12.78,108.3,108304,100,116,53.01,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,139.67,54.2,"Assassino",192,1020,446,36,2300,100.3,6,35,41,87,8559,100,11.39,98.4,98381,90.8,161,40.82,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,139.67,54.2,"Atirador",192,1042,458,40,2482.1,100.3,6,35,41,87,8559,100,11.39,98.4,98381,90.8,155,39.86,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,139.67,54.2,"Medico",180,2840,311,498,654.7,100.3,6,40,46,78,8448,98.7,12.78,108.3,108304,100,117,62.27,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,139.67,64.2,"Lutador",210,3473,498,544,705.3,147.6,6,41,47,76,12126,96.4,13.06,159.6,159551,100,124,93.46,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,139.67,64.2,"Assassino",234,1206,506,52,3036,147.6,6,35,41,87,12583,100,11.39,144.6,144629,90.6,148,59.85,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,139.67,64.2,"Atirador",234,1234,518,58,3226.4,147.6,6,35,41,87,12583,100,11.39,144.6,144629,90.6,142,58.26,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,139.67,64.2,"Medico",210,3128,353,540,800.6,147.6,6,40,46,78,12445,98.9,12.78,159.6,159551,100,126,110.49,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,139.67,74.2,"Lutador",240,3833,558,592,804.9,212.4,6,41,47,76,17435,96.3,13.06,229.4,229404,100,200,160.59,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,139.67,74.2,"Assassino",276,1410,564,68,3871.2,212.4,6,35,41,87,18105,100,11.39,208.1,208100,90.7,204,88.58,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,139.67,74.2,"Atirador",276,1432,574,74,4100.2,212.4,6,35,41,87,18105,100,11.39,208.1,208100,90.7,199,87.1,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,139.67,74.2,"Medico",240,3434,399,584,923.6,212.4,6,40,46,78,17894,98.8,12.78,229.4,229404,100,203,188.45,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,139.67,84.2,"Lutador",270,4157,618,632,937.3,305.6,6,41,47,76,25075,96.2,13.06,329.9,329929,100,214,267.62,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,139.67,84.2,"Assassino",318,1602,624,84,4827.9,305.6,6,35,41,87,26054,100,11.39,299.5,299472,90.8,217,130.67,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,139.67,84.2,"Atirador",318,1618,642,88,5210.9,305.6,6,35,41,87,26054,100,11.39,299.5,299472,90.8,213,129.67,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,139.67,84.2,"Medico",270,3740,441,630,1039,305.6,6,41,47,76,25075,96.2,13.06,329.9,329929,100,217,309.94,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,139.67,94.2,"Lutador",300,4523,678,680,1060.6,435.9,6,42,48,75,35289,95,13.33,470.5,470519,100,333,445.38,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,139.67,94.2,"Assassino",360,1794,686,98,5912.5,435.9,6,35,41,87,37142,100,11.39,426.9,426925,90.7,302,196.81,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,139.67,94.2,"Atirador",360,1834,698,108,6315,435.9,6,35,41,87,37142,100,11.39,426.9,426925,90.7,293,193.81,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,139.67,94.2,"Medico",300,4028,487,672,1147.4,435.9,6,41,47,76,35759,96.3,13.06,470.5,470519,100,340,515.3,"MEDIUM"
