tier,level,source,mapName,encounterCount,totalEncounterWeight,averageMobLevel,className,equipmentPoints,hp,attack,defense,power,mobXp,secondsPerFind,ttkSeconds,secondsPerMob,killsPerHour,effectiveXpPerHour,xpPerHourVsBestPercent,timeHours,effectiveXpPerKill,effectiveXpPerSample,xpVsBestPercent,potionsUsed,expectedDamagePerKill,riskLevel
1,10,"real-seed-maps","Subúrbio Silencioso",6,131.66,4.1,"Lutador",30,701,84,96,90,8.9,7,8.67,15.67,229,2193,100,4.35,9.6,9575,100,8,1.07,"MEDIUM"
1,10,"real-seed-maps","Subúrbio Silencioso",6,131.66,4.1,"Assassino",30,246,86,4,129.9,8.9,7,8.6,15.6,230,2046,93.3,4.33,8.9,8894,92.9,11,1.04,"MEDIUM"
1,10,"real-seed-maps","Subúrbio Silencioso",6,131.66,4.1,"Atirador",30,268,88,6,130.5,8.9,7,8.28,15.28,235,2090,95.3,4.24,8.9,8894,92.9,11,1.02,"MEDIUM"
1,10,"real-seed-maps","Subúrbio Silencioso",6,131.66,4.1,"Medico",30,632,62,94,74.9,8.9,7,9.15,16.15,222,2126,96.9,4.49,9.6,9575,100,8,1.15,"MEDIUM"
2,20,"real-seed-maps","Distrito da Ferrugem",6,131.66,14.1,"Lutador",60,1229,160,186,180.6,15.1,7,25.36,32.36,111,1814,100,8.99,16.3,16344,100,19,2.27,"MEDIUM"
2,20,"real-seed-maps","Distrito da Ferrugem",6,131.66,14.1,"Assassino",60,402,160,10,355.8,15.1,7,23.68,30.68,117,1756,96.8,8.52,15,15005,91.8,24,2.13,"MEDIUM"
2,20,"real-seed-maps","Distrito da Ferrugem",6,131.66,14.1,"Atirador",60,424,160,14,355.3,15.1,7,23.68,30.68,117,1756,96.8,8.52,15,15005,91.8,21,1.93,"MEDIUM"
2,20,"real-seed-maps","Distrito da Ferrugem",6,131.66,14.1,"Medico",60,1112,114,184,155.9,15.1,7,25.61,32.61,110,1798,99.1,9.06,16.3,16344,100,19,2.55,"MEDIUM"
3,30,"real-seed-maps","Hospital Santa Ruína",6,131.66,24.1,"Lutador",90,1739,236,274,281.9,26.9,7,32.58,39.58,90,2636,100,10.99,29.3,29289,100,38,7.52,"MEDIUM"
3,30,"real-seed-maps","Hospital Santa Ruína",6,131.66,24.1,"Assassino",90,534,236,14,726.5,26.9,7,29.89,36.89,97,2572,97.6,10.25,26.5,26519,90.5,64,8.06,"MEDIUM"
3,30,"real-seed-maps","Hospital Santa Ruína",6,131.66,24.1,"Atirador",90,550,240,16,751.2,26.9,7,29.89,36.89,97,2572,97.6,10.25,26.5,26519,90.5,61,7.79,"MEDIUM"
3,30,"real-seed-maps","Hospital Santa Ruína",6,131.66,24.1,"Medico",90,1580,164,272,254.3,26.9,7,32.58,39.58,90,2636,100,10.99,29.3,29289,100,39,8.91,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,131.66,34.1,"Lutador",120,2261,306,364,383.9,43.5,7,39,46,78,3667,100,12.78,47,47014,100,69,14.51,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,131.66,34.1,"Assassino",120,672,310,18,1161.2,43.5,7,35,42,85,3609,98.4,11.67,42.5,42456,90.3,120,15.52,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,131.66,34.1,"Atirador",120,694,318,20,1225.5,43.5,7,35,42,85,3609,98.4,11.67,42.5,42456,90.3,114,14.91,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,131.66,34.1,"Medico",120,2054,213,362,380.8,43.5,7,39,46,78,3667,100,12.78,47,47014,100,71,17.36,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,131.66,44.1,"Lutador",150,2801,382,458,488.4,66.5,7,40,47,76,5461,97.4,13.06,71.9,71853,100,65,28.47,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,131.66,44.1,"Assassino",150,804,384,20,1722.5,66.5,7,35,42,85,5548,99,11.67,65.3,65274,90.8,118,27.81,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,131.66,44.1,"Atirador",150,832,394,24,1851.4,66.5,7,35,42,85,5548,99,11.67,65.3,65274,90.8,112,26.58,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,131.66,44.1,"Medico",150,2528,267,452,534.8,66.5,7,39,46,78,5605,100,12.78,71.9,71853,100,67,33.82,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,131.66,54.1,"Lutador",180,3125,446,498,602.1,99.4,7,40,47,76,8158,98.4,13.06,107.3,107339,100,113,51.82,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,131.66,54.1,"Assassino",192,1020,446,36,2300,99.4,7,35,42,85,8289,100,11.67,97.5,97513,90.8,158,40.13,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,131.66,54.1,"Atirador",192,1042,458,40,2482.1,99.4,7,35,42,85,8289,100,11.67,97.5,97513,90.8,153,39.16,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,131.66,54.1,"Medico",180,2840,311,498,654.7,99.4,7,40,47,76,8158,98.4,13.06,107.3,107339,100,114,60.88,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,131.66,64.1,"Lutador",210,3473,498,544,705.3,146.2,7,41,48,75,11861,97.3,13.33,158.1,158140,100,121,91.41,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,131.66,64.1,"Assassino",234,1206,506,52,3036,146.2,7,35,42,85,12184,100,11.67,143.3,143346,90.6,146,58.82,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,131.66,64.1,"Atirador",234,1234,518,58,3226.4,146.2,7,35,42,85,12184,100,11.67,143.3,143346,90.6,140,57.24,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,131.66,64.1,"Medico",210,3128,353,540,800.6,146.2,7,40,47,76,12019,98.6,13.06,158.1,158140,100,124,108.13,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,131.66,74.1,"Lutador",240,3833,558,592,804.9,210.5,7,41,48,75,17056,97.3,13.33,227.4,227416,100,195,157.25,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,131.66,74.1,"Assassino",276,1410,564,68,3871.2,210.5,7,35,42,85,17535,100,11.67,206.3,206293,90.7,200,87.11,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,131.66,74.1,"Atirador",276,1432,574,74,4100.2,210.5,7,35,42,85,17535,100,11.67,206.3,206293,90.7,196,85.65,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,131.66,74.1,"Medico",240,3434,399,584,923.6,210.5,7,40,47,76,17284,98.6,13.06,227.4,227416,100,199,184.62,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,131.66,84.1,"Lutador",270,4157,618,632,937.3,303,7,41,48,75,24533,97.2,13.33,327.1,327105,100,210,262.35,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,131.66,84.1,"Assassino",318,1602,624,84,4827.9,303,7,35,42,85,25237,100,11.67,296.9,296904,90.8,213,128.6,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,131.66,84.1,"Atirador",318,1618,642,88,5210.9,303,7,35,42,85,25237,100,11.67,296.9,296904,90.8,210,127.6,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,131.66,84.1,"Medico",270,3740,441,630,1039,303,7,41,48,75,24533,97.2,13.33,327.1,327105,100,213,303.93,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,131.66,94.1,"Lutador",300,4523,678,680,1060.6,432.1,7,42,49,73,34053,94.7,13.61,466.5,466478,100,327,436.87,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,131.66,94.1,"Assassino",360,1794,686,98,5912.5,432.1,7,35,42,85,35976,100,11.67,423.2,423247,90.7,298,193.73,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,131.66,94.1,"Atirador",360,1834,698,108,6315,432.1,7,35,42,85,35976,100,11.67,423.2,423247,90.7,289,190.76,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,131.66,94.1,"Medico",300,4028,487,672,1147.4,432.1,7,41,48,75,34986,97.2,13.33,466.5,466478,100,334,505.66,"MEDIUM"
