tier,level,source,mapName,encounterCount,totalEncounterWeight,averageMobLevel,className,equipmentPoints,hp,attack,defense,power,mobXp,secondsPerFind,ttkSeconds,secondsPerMob,killsPerHour,effectiveXpPerHour,xpPerHourVsBestPercent,timeHours,effectiveXpPerKill,effectiveXpPerSample,xpVsBestPercent,potionsUsed,expectedDamagePerKill,riskLevel
1,10,"real-seed-maps","Subúrbio Silencioso",6,119.63,3.8,"Lutador",30,701,84,96,90,8.7,11,8.32,19.32,186,1731,100,5.37,9.3,9308,100,8,1.05,"MEDIUM"
1,10,"real-seed-maps","Subúrbio Silencioso",6,119.63,3.8,"Assassino",30,246,86,4,129.9,8.7,11,8.27,19.27,186,1611,93.1,5.35,8.7,8659,93,11,1.01,"MEDIUM"
1,10,"real-seed-maps","Subúrbio Silencioso",6,119.63,3.8,"Atirador",30,268,88,6,130.5,8.7,11,7.91,18.91,190,1645,95,5.25,8.7,8659,93,11,0.99,"MEDIUM"
1,10,"real-seed-maps","Subúrbio Silencioso",6,119.63,3.8,"Medico",30,632,62,94,74.9,8.7,11,8.79,19.79,181,1685,97.3,5.5,9.3,9308,100,8,1.13,"MEDIUM"
2,20,"real-seed-maps","Distrito da Ferrugem",6,119.63,13.8,"Lutador",60,1229,160,186,180.6,14.7,11,24.57,35.57,101,1611,100,9.88,16,15955,100,18,2.17,"MEDIUM"
2,20,"real-seed-maps","Distrito da Ferrugem",6,119.63,13.8,"Assassino",60,402,160,10,355.8,14.7,11,22.93,33.93,106,1554,96.5,9.43,14.7,14656,91.9,22,2,"MEDIUM"
2,20,"real-seed-maps","Distrito da Ferrugem",6,119.63,13.8,"Atirador",60,424,160,14,355.3,14.7,11,22.93,33.93,106,1554,96.5,9.43,14.7,14656,91.9,20,1.82,"MEDIUM"
2,20,"real-seed-maps","Distrito da Ferrugem",6,119.63,13.8,"Medico",60,1112,114,184,155.9,14.7,11,24.82,35.82,100,1596,99.1,9.95,16,15955,100,17,2.41,"MEDIUM"
3,30,"real-seed-maps","Hospital Santa Ruína",6,119.63,23.8,"Lutador",90,1739,236,274,281.9,26.3,11,32.03,43.03,83,2373,100,11.95,28.6,28587,100,36,7.12,"MEDIUM"
3,30,"real-seed-maps","Hospital Santa Ruína",6,119.63,23.8,"Assassino",90,534,236,14,726.5,26.3,11,29.38,40.38,89,2304,97.1,11.22,25.9,25889,90.6,61,7.63,"MEDIUM"
3,30,"real-seed-maps","Hospital Santa Ruína",6,119.63,23.8,"Atirador",90,550,240,16,751.2,26.3,11,29.38,40.38,89,2304,97.1,11.22,25.9,25889,90.6,58,7.38,"MEDIUM"
3,30,"real-seed-maps","Hospital Santa Ruína",6,119.63,23.8,"Medico",90,1580,164,272,254.3,26.3,11,32.03,43.03,83,2373,100,11.95,28.6,28587,100,37,8.43,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,119.63,33.8,"Lutador",120,2261,306,364,383.9,42.5,11,39,50,72,3310,100,13.89,46,45976,100,65,13.71,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,119.63,33.8,"Assassino",120,672,310,18,1161.2,42.5,11,35,46,78,3236,97.8,12.78,41.5,41487,90.2,115,14.84,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,119.63,33.8,"Atirador",120,694,318,20,1225.5,42.5,11,35,46,78,3236,97.8,12.78,41.5,41487,90.2,109,14.22,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,119.63,33.8,"Medico",120,2054,213,362,380.8,42.5,11,39,50,72,3310,100,13.89,46,45976,100,67,16.4,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,119.63,43.8,"Lutador",150,2801,382,458,488.4,65.1,11,40,51,70,4919,97.2,14.17,70.3,70267,100,61,26.9,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,119.63,43.8,"Assassino",150,804,384,20,1722.5,65.1,11,35,46,78,4979,98.4,12.78,63.8,63830,90.8,113,26.68,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,119.63,43.8,"Atirador",150,832,394,24,1851.4,65.1,11,35,46,78,4979,98.4,12.78,63.8,63830,90.8,107,25.47,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,119.63,43.8,"Medico",150,2528,267,452,534.8,65.1,11,39,50,72,5059,100,13.89,70.3,70267,100,63,31.92,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,119.63,53.8,"Lutador",180,3125,446,498,602.1,97.3,11,40,51,70,7353,98.8,14.17,105,105045,100,107,48.99,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,119.63,53.8,"Assassino",192,1020,446,36,2300,97.3,11,35,46,78,7445,100,12.78,95.4,95444,90.9,151,38.52,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,119.63,53.8,"Atirador",192,1042,458,40,2482.1,97.3,11,35,46,78,7445,100,12.78,95.4,95444,90.9,146,37.57,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,119.63,53.8,"Medico",180,2840,311,498,654.7,97.3,11,40,51,70,7353,98.8,14.17,105,105045,100,108,57.56,"MEDIUM"
