tier,level,source,mapName,encounterCount,totalEncounterWeight,averageMobLevel,className,equipmentPoints,hp,attack,defense,power,mobXp,secondsPerFind,ttkSeconds,secondsPerMob,killsPerHour,effectiveXpPerHour,xpPerHourVsBestPercent,timeHours,effectiveXpPerKill,effectiveXpPerSample,xpVsBestPercent,potionsUsed,expectedDamagePerKill,riskLevel
1,10,"real-seed-maps","Subúrbio Silencioso",6,139.61,4.2,"Lutador",30,701,84,96,90,9,6,8.82,14.82,242,2346,100,4.12,9.7,9693,100,8,1.07,"MEDIUM"
1,10,"real-seed-maps","Subúrbio Silencioso",6,139.61,4.2,"Assassino",30,246,86,4,129.9,9,6,8.75,14.75,244,2194,93.5,4.1,9,8994,92.8,12,1.05,"MEDIUM"
1,10,"real-seed-maps","Subúrbio Silencioso",6,139.61,4.2,"Atirador",30,268,88,6,130.5,9,6,8.45,14.45,249,2239,95.4,4.01,9,8994,92.8,11,1.02,"MEDIUM"
1,10,"real-seed-maps","Subúrbio Silencioso",6,139.61,4.2,"Medico",30,632,62,94,74.9,9,6,9.3,15.3,235,2278,97.1,4.25,9.7,9693,100,8,1.16,"MEDIUM"
2,20,"real-seed-maps","Distrito da Ferrugem",6,139.61,14.2,"Lutador",60,1229,160,186,180.6,15.2,6,25.79,31.79,113,1865,100,8.83,16.5,16504,100,19,2.32,"MEDIUM"
2,20,"real-seed-maps","Distrito da Ferrugem",6,139.61,14.2,"Assassino",60,402,160,10,355.8,15.2,6,24.09,30.09,119,1803,96.7,8.36,15.1,15148,91.8,25,2.19,"MEDIUM"
2,20,"real-seed-maps","Distrito da Ferrugem",6,139.61,14.2,"Atirador",60,424,160,14,355.3,15.2,6,24.09,30.09,119,1803,96.7,8.36,15.1,15148,91.8,22,1.98,"MEDIUM"
2,20,"real-seed-maps","Distrito da Ferrugem",6,139.61,14.2,"Medico",60,1112,114,184,155.9,15.2,6,26.05,32.05,112,1848,99.1,8.9,16.5,16504,100,19,2.61,"MEDIUM"
3,30,"real-seed-maps","Hospital Santa Ruína",6,139.61,24.2,"Lutador",90,1739,236,274,281.9,27.2,6,32.88,38.88,92,2721,100,10.8,29.6,29581,100,39,7.69,"MEDIUM"
3,30,"real-seed-maps","Hospital Santa Ruína",6,139.61,24.2,"Assassino",90,534,236,14,726.5,27.2,6,30.19,36.19,99,2652,97.5,10.05,26.8,26783,90.5,66,8.24,"MEDIUM"
3,30,"real-seed-maps","Hospital Santa Ruína",6,139.61,24.2,"Atirador",90,550,240,16,751.2,27.2,6,30.19,36.19,99,2652,97.5,10.05,26.8,26783,90.5,63,7.97,"MEDIUM"
3,30,"real-seed-maps","Hospital Santa Ruína",6,139.61,24.2,"Medico",90,1580,164,272,254.3,27.2,6,32.88,38.88,92,2721,100,10.8,29.6,29581,100,40,9.1,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,139.61,34.2,"Lutador",120,2261,306,364,383.9,43.9,6,39,45,80,3796,100,12.5,47.4,47444,100,71,14.84,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,139.61,34.2,"Assassino",120,672,310,18,1161.2,43.9,6,35,41,87,3729,98.2,11.39,42.9,42860,90.3,123,15.82,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,139.61,34.2,"Atirador",120,694,318,20,1225.5,43.9,6,35,41,87,3729,98.2,11.39,42.9,42860,90.3,117,15.2,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,139.61,34.2,"Medico",120,2054,213,362,380.8,43.9,6,39,45,80,3796,100,12.5,47.4,47444,100,73,17.76,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,139.61,44.2,"Lutador",150,2801,382,458,488.4,67.2,6,40,46,78,5656,97.5,12.78,72.5,72515,100,67,29.12,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,139.61,44.2,"Assassino",150,804,384,20,1722.5,67.2,6,35,41,87,5731,98.8,11.39,65.9,65876,90.8,120,28.3,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,139.61,44.2,"Atirador",150,832,394,24,1851.4,67.2,6,35,41,87,5731,98.8,11.39,65.9,65876,90.8,114,27.05,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,139.61,44.2,"Medico",150,2528,267,452,534.8,67.2,6,39,45,80,5801,100,12.5,72.5,72515,100,69,34.62,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,139.61,54.2,"Lutador",180,3125,446,498,602.1,100.3,6,40,46,78,8447,98.7,12.78,108.3,108296,100,116,53,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,139.61,54.2,"Assassino",192,1020,446,36,2300,100.3,6,35,41,87,8558,100,11.39,98.4,98373,90.8,160,40.82,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,139.61,54.2,"Atirador",192,1042,458,40,2482.1,100.3,6,35,41,87,8558,100,11.39,98.4,98373,90.8,155,39.85,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,139.61,54.2,"Medico",180,2840,311,498,654.7,100.3,6,40,46,78,8447,98.7,12.78,108.3,108296,100,117,62.26,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,139.61,64.2,"Lutador",210,3473,498,544,705.3,147.5,6,41,47,76,12125,96.4,13.06,159.5,159539,100,124,93.44,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,139.61,64.2,"Assassino",234,1206,506,52,3036,147.5,6,35,41,87,12582,100,11.39,144.6,144618,90.6,148,59.84,"MEDIUM"
