tier,level,source,mapName,encounterCount,totalEncounterWeight,averageMobLevel,className,equipmentPoints,hp,attack,defense,power,mobXp,secondsPerFind,ttkSeconds,secondsPerMob,killsPerHour,effectiveXpPerHour,xpPerHourVsBestPercent,timeHours,effectiveXpPerKill,effectiveXpPerSample,xpVsBestPercent,potionsUsed,expectedDamagePerKill,riskLevel
1,10,"real-seed-maps","Subúrbio Silencioso",6,123.66,3.9,"Lutador",30,701,84,96,90,8.8,10,8.5,18.5,194,1830,100,5.14,9.4,9434,100,8,1.06,"MEDIUM"
1,10,"real-seed-maps","Subúrbio Silencioso",6,123.66,3.9,"Assassino",30,246,86,4,129.9,8.8,10,8.44,18.44,195,1711,93.5,5.12,8.8,8774,93,11,1.03,"MEDIUM"
1,10,"real-seed-maps","Subúrbio Silencioso",6,123.66,3.9,"Atirador",30,268,88,6,130.5,8.8,10,8.1,18.1,198,1737,94.9,5.03,8.8,8774,93,11,1.01,"MEDIUM"
1,10,"real-seed-maps","Subúrbio Silencioso",6,123.66,3.9,"Medico",30,632,62,94,74.9,8.8,10,8.97,18.97,189,1783,97.4,5.27,9.4,9434,100,8,1.14,"MEDIUM"
2,20,"real-seed-maps","Distrito da Ferrugem",6,123.66,13.9,"Lutador",60,1229,160,186,180.6,14.9,10,24.92,34.92,103,1663,100,9.7,16.1,16147,100,18,2.22,"MEDIUM"
2,20,"real-seed-maps","Distrito da Ferrugem",6,123.66,13.9,"Assassino",60,402,160,10,355.8,14.9,10,23.26,33.26,108,1601,96.3,9.24,14.8,14826,91.8,23,2.07,"MEDIUM"
2,20,"real-seed-maps","Distrito da Ferrugem",6,123.66,13.9,"Atirador",60,424,160,14,355.3,14.9,10,23.26,33.26,108,1601,96.3,9.24,14.8,14826,91.8,21,1.88,"MEDIUM"
2,20,"real-seed-maps","Distrito da Ferrugem",6,123.66,13.9,"Medico",60,1112,114,184,155.9,14.9,10,25.17,35.17,102,1647,99,9.77,16.1,16147,100,18,2.48,"MEDIUM"
3,30,"real-seed-maps","Hospital Santa Ruína",6,123.66,23.9,"Lutador",90,1739,236,274,281.9,26.6,10,32.22,42.22,85,2459,100,11.73,28.9,28934,100,37,7.33,"MEDIUM"
3,30,"real-seed-maps","Hospital Santa Ruína",6,123.66,23.9,"Assassino",90,534,236,14,726.5,26.6,10,29.56,39.56,91,2384,96.9,10.99,26.2,26202,90.6,62,7.84,"MEDIUM"
3,30,"real-seed-maps","Hospital Santa Ruína",6,123.66,23.9,"Atirador",90,550,240,16,751.2,26.6,10,29.56,39.56,91,2384,96.9,10.99,26.2,26202,90.6,60,7.59,"MEDIUM"
3,30,"real-seed-maps","Hospital Santa Ruína",6,123.66,23.9,"Medico",90,1580,164,272,254.3,26.6,10,32.22,42.22,85,2459,100,11.73,28.9,28934,100,38,8.69,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,123.66,33.9,"Lutador",120,2261,306,364,383.9,43,10,39,49,73,3394,100,13.61,46.5,46494,100,67,14.14,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,123.66,33.9,"Assassino",120,672,310,18,1161.2,43,10,35,45,80,3357,98.9,12.5,42,41964,90.3,118,15.18,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,123.66,33.9,"Atirador",120,694,318,20,1225.5,43,10,35,45,80,3357,98.9,12.5,42,41964,90.3,112,14.56,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,123.66,33.9,"Medico",120,2054,213,362,380.8,43,10,39,49,73,3394,100,13.61,46.5,46494,100,69,16.9,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,123.66,43.9,"Lutador",150,2801,382,458,488.4,65.8,10,40,50,72,5116,98.6,13.89,71.1,71054,100,63,27.72,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,123.66,43.9,"Assassino",150,804,384,20,1722.5,65.8,10,35,45,80,5163,99.5,12.5,64.5,64543,90.8,116,27.24,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,123.66,43.9,"Atirador",150,832,394,24,1851.4,65.8,10,35,45,80,5163,99.5,12.5,64.5,64543,90.8,109,26.02,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,123.66,43.9,"Medico",150,2528,267,452,534.8,65.8,10,39,49,73,5187,100,13.61,71.1,71054,100,65,32.9,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,123.66,53.9,"Lutador",180,3125,446,498,602.1,98.3,10,40,50,72,7644,99.1,13.89,106.2,106173,100,110,50.43,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,123.66,53.9,"Assassino",192,1020,446,36,2300,98.3,10,35,45,80,7717,100,12.5,96.5,96464,90.9,154,39.32,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,123.66,53.9,"Atirador",192,1042,458,40,2482.1,98.3,10,35,45,80,7717,100,12.5,96.5,96464,90.9,149,38.36,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,123.66,53.9,"Medico",180,2840,311,498,654.7,98.3,10,40,50,72,7644,99.1,13.89,106.2,106173,100,111,59.25,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,123.66,63.9,"Lutador",210,3473,498,544,705.3,144.7,10,41,51,70,10950,96.5,14.17,156.4,156432,100,118,89.03,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,123.66,63.9,"Assassino",234,1206,506,52,3036,144.7,10,35,45,80,11343,100,12.5,141.8,141790,90.6,143,57.63,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,123.66,63.9,"Atirador",234,1234,518,58,3226.4,144.7,10,35,45,80,11343,100,12.5,141.8,141790,90.6,137,56.06,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,123.66,63.9,"Medico",210,3128,353,540,800.6,144.7,10,40,50,72,11263,99.3,13.89,156.4,156432,100,121,105.37,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,123.66,73.9,"Lutador",240,3833,558,592,804.9,208.3,10,41,51,70,15750,96.5,14.17,225,225001,100,191,153.37,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,123.66,73.9,"Assassino",276,1410,564,68,3871.2,208.3,10,35,45,80,16328,100,12.5,204.1,204098,90.7,197,85.4,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,123.66,73.9,"Atirador",276,1432,574,74,4100.2,208.3,10,35,45,80,16328,100,12.5,204.1,204098,90.7,192,83.96,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,123.66,73.9,"Medico",240,3434,399,584,923.6,208.3,10,40,50,72,16200,99.2,13.89,225,225001,100,194,180.15,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,123.66,83.9,"Lutador",270,4157,618,632,937.3,299.8,10,41,51,70,22658,96.4,14.17,323.7,323686,100,205,256.2,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,123.66,83.9,"Assassino",318,1602,624,84,4827.9,299.8,10,35,45,80,23504,100,12.5,293.8,293797,90.8,209,126.16,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,123.66,83.9,"Atirador",318,1618,642,88,5210.9,299.8,10,35,45,80,23504,100,12.5,293.8,293797,90.8,206,125.18,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,123.66,83.9,"Medico",270,3740,441,630,1039,299.8,10,41,51,70,22658,96.4,14.17,323.7,323686,100,208,296.91,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,123.66,93.9,"Lutador",300,4523,678,680,1060.6,427.6,10,42,52,69,31849,95.1,14.44,461.6,461577,100,319,426.95,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,123.66,93.9,"Assassino",360,1794,686,98,5912.5,427.6,10,35,45,80,33503,100,12.5,418.8,418787,90.7,292,190.13,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,123.66,93.9,"Atirador",360,1834,698,108,6315,427.6,10,35,45,80,33503,100,12.5,418.8,418787,90.7,283,187.19,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,123.66,93.9,"Medico",300,4028,487,672,1147.4,427.6,10,41,51,70,32310,96.4,14.17,461.6,461577,100,327,494.42,"MEDIUM"
