tier,level,source,mapName,encounterCount,totalEncounterWeight,averageMobLevel,className,equipmentPoints,hp,attack,defense,power,mobXp,secondsPerFind,ttkSeconds,secondsPerMob,killsPerHour,effectiveXpPerHour,xpPerHourVsBestPercent,timeHours,effectiveXpPerKill,effectiveXpPerSample,xpVsBestPercent,potionsUsed,expectedDamagePerKill,riskLevel
1,10,"real-seed-maps","Subúrbio Silencioso",6,133.7,4.1,"Lutador",30,701,84,96,90,8.9,7,8.69,15.69,229,2196,100,4.36,9.6,9591,100,8,1.06,"MEDIUM"
1,10,"real-seed-maps","Subúrbio Silencioso",6,133.7,4.1,"Assassino",30,246,86,4,129.9,8.9,7,8.63,15.63,230,2048,93.3,4.34,8.9,8905,92.8,11,1.04,"MEDIUM"
1,10,"real-seed-maps","Subúrbio Silencioso",6,133.7,4.1,"Atirador",30,268,88,6,130.5,8.9,7,8.31,15.31,235,2093,95.3,4.25,8.9,8905,92.8,11,1.01,"MEDIUM"
1,10,"real-seed-maps","Subúrbio Silencioso",6,133.7,4.1,"Medico",30,632,62,94,74.9,8.9,7,9.17,16.17,222,2129,96.9,4.49,9.6,9591,100,8,1.15,"MEDIUM"
2,20,"real-seed-maps","Distrito da Ferrugem",6,133.7,14.1,"Lutador",60,1229,160,186,180.6,15.1,7,25.49,32.49,110,1800,100,9.03,16.4,16364,100,19,2.28,"MEDIUM"
2,20,"real-seed-maps","Distrito da Ferrugem",6,133.7,14.1,"Assassino",60,402,160,10,355.8,15.1,7,23.8,30.8,116,1743,96.8,8.56,15,15022,91.8,24,2.14,"MEDIUM"
2,20,"real-seed-maps","Distrito da Ferrugem",6,133.7,14.1,"Atirador",60,424,160,14,355.3,15.1,7,23.8,30.8,116,1743,96.8,8.56,15,15022,91.8,21,1.94,"MEDIUM"
2,20,"real-seed-maps","Distrito da Ferrugem",6,133.7,14.1,"Medico",60,1112,114,184,155.9,15.1,7,25.74,32.74,109,1784,99.1,9.09,16.4,16364,100,19,2.56,"MEDIUM"
3,30,"real-seed-maps","Hospital Santa Ruína",6,133.7,24.1,"Lutador",90,1739,236,274,281.9,27,7,32.66,39.66,90,2639,100,11.02,29.3,29320,100,38,7.53,"MEDIUM"
3,30,"real-seed-maps","Hospital Santa Ruína",6,133.7,24.1,"Assassino",90,534,236,14,726.5,27,7,29.97,36.97,97,2575,97.6,10.27,26.5,26546,90.5,64,8.08,"MEDIUM"
3,30,"real-seed-maps","Hospital Santa Ruína",6,133.7,24.1,"Atirador",90,550,240,16,751.2,27,7,29.97,36.97,97,2575,97.6,10.27,26.5,26546,90.5,62,7.81,"MEDIUM"
3,30,"real-seed-maps","Hospital Santa Ruína",6,133.7,24.1,"Medico",90,1580,164,272,254.3,27,7,32.66,39.66,90,2639,100,11.02,29.3,29320,100,39,8.92,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,133.7,34.1,"Lutador",120,2261,306,364,383.9,43.6,7,39,46,78,3671,100,12.78,47.1,47059,100,69,14.54,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,133.7,34.1,"Assassino",120,672,310,18,1161.2,43.6,7,35,42,85,3613,98.4,11.67,42.5,42500,90.3,121,15.56,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,133.7,34.1,"Atirador",120,694,318,20,1225.5,43.6,7,35,42,85,3613,98.4,11.67,42.5,42500,90.3,115,14.95,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,133.7,34.1,"Medico",120,2054,213,362,380.8,43.6,7,39,46,78,3671,100,12.78,47.1,47059,100,71,17.4,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,133.7,44.1,"Lutador",150,2801,382,458,488.4,66.6,7,40,47,76,5466,97.4,13.06,71.9,71920,100,65,28.53,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,133.7,44.1,"Assassino",150,804,384,20,1722.5,66.6,7,35,42,85,5553,99,11.67,65.3,65333,90.8,118,27.88,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,133.7,44.1,"Atirador",150,832,394,24,1851.4,66.6,7,35,42,85,5553,99,11.67,65.3,65333,90.8,112,26.64,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,133.7,44.1,"Medico",150,2528,267,452,534.8,66.6,7,39,46,78,5610,100,12.78,71.9,71920,100,67,33.9,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,133.7,54.1,"Lutador",180,3125,446,498,602.1,99.5,7,40,47,76,8166,98.4,13.06,107.4,107441,100,114,51.94,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,133.7,54.1,"Assassino",192,1020,446,36,2300,99.5,7,35,42,85,8296,100,11.67,97.6,97603,90.8,158,40.22,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,133.7,54.1,"Atirador",192,1042,458,40,2482.1,99.5,7,35,42,85,8296,100,11.67,97.6,97603,90.8,153,39.25,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,133.7,54.1,"Medico",180,2840,311,498,654.7,99.5,7,40,47,76,8166,98.4,13.06,107.4,107441,100,115,61.01,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,133.7,64.1,"Lutador",210,3473,498,544,705.3,146.4,7,41,48,75,11871,97.3,13.33,158.3,158283,100,121,91.64,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,133.7,64.1,"Assassino",234,1206,506,52,3036,146.4,7,35,42,85,12195,100,11.67,143.5,143476,90.6,146,58.96,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,133.7,64.1,"Atirador",234,1234,518,58,3226.4,146.4,7,35,42,85,12195,100,11.67,143.5,143476,90.6,140,57.38,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,133.7,64.1,"Medico",210,3128,353,540,800.6,146.4,7,40,47,76,12029,98.6,13.06,158.3,158283,100,124,108.38,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,133.7,74.1,"Lutador",240,3833,558,592,804.9,210.7,7,41,48,75,17071,97.3,13.33,227.6,227609,100,196,157.62,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,133.7,74.1,"Assassino",276,1410,564,68,3871.2,210.7,7,35,42,85,17550,100,11.67,206.5,206470,90.7,201,87.3,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,133.7,74.1,"Atirador",276,1432,574,74,4100.2,210.7,7,35,42,85,17550,100,11.67,206.5,206470,90.7,196,85.84,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,133.7,74.1,"Medico",240,3434,399,584,923.6,210.7,7,40,47,76,17298,98.6,13.06,227.6,227609,100,200,185.05,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,133.7,84.1,"Lutador",270,4157,618,632,937.3,303.2,7,41,48,75,24554,97.2,13.33,327.4,327386,100,211,262.96,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,133.7,84.1,"Assassino",318,1602,624,84,4827.9,303.2,7,35,42,85,25259,100,11.67,297.2,297161,90.8,214,128.86,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,133.7,84.1,"Atirador",318,1618,642,88,5210.9,303.2,7,35,42,85,25259,100,11.67,297.2,297161,90.8,210,127.86,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,133.7,84.1,"Medico",270,3740,441,630,1039,303.2,7,41,48,75,24554,97.2,13.33,327.4,327386,100,214,304.64,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,133.7,94.1,"Lutador",300,4523,678,680,1060.6,432.5,7,42,49,73,34082,94.7,13.61,466.9,466872,100,328,437.9,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,133.7,94.1,"Assassino",360,1794,686,98,5912.5,432.5,7,35,42,85,36007,100,11.67,423.6,423608,90.7,298,194.13,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,133.7,94.1,"Atirador",360,1834,698,108,6315,432.5,7,35,42,85,36007,100,11.67,423.6,423608,90.7,289,191.15,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,133.7,94.1,"Medico",300,4028,487,672,1147.4,432.5,7,41,48,75,35015,97.2,13.33,466.9,466872,100,335,506.84,"MEDIUM"
