tier,level,source,mapName,encounterCount,totalEncounterWeight,averageMobLevel,className,equipmentPoints,hp,attack,defense,power,mobXp,secondsPerFind,ttkSeconds,secondsPerMob,killsPerHour,effectiveXpPerHour,xpPerHourVsBestPercent,timeHours,effectiveXpPerKill,effectiveXpPerSample,xpVsBestPercent,potionsUsed,expectedDamagePerKill,riskLevel
1,10,"real-seed-maps","Subúrbio Silencioso",6,136.54,4.1,"Lutador",30,701,84,96,90,8.9,6,8.75,14.75,244,2352,100,0.41,9.6,964,100,0,1.07,"LOW"
1,10,"real-seed-maps","Subúrbio Silencioso",6,136.54,4.1,"Assassino",30,246,86,4,129.9,8.9,6,8.68,14.68,245,2192,93.2,0.41,8.9,895,92.8,0,1.04,"LOW"
1,10,"real-seed-maps","Subúrbio Silencioso",6,136.54,4.1,"Atirador",30,268,88,6,130.5,8.9,6,8.37,14.37,250,2236,95.1,0.4,8.9,895,92.8,0,1.02,"LOW"
1,10,"real-seed-maps","Subúrbio Silencioso",6,136.54,4.1,"Medico",30,632,62,94,74.9,8.9,6,9.23,15.23,236,2274,96.7,0.42,9.6,964,100,0,1.15,"LOW"
2,20,"real-seed-maps","Distrito da Ferrugem",6,136.54,14.1,"Lutador",60,1229,160,186,180.6,15.1,6,25.62,31.62,113,1856,100,0.88,16.4,1642,100,0,2.3,"LOW"
2,20,"real-seed-maps","Distrito da Ferrugem",6,136.54,14.1,"Assassino",60,402,160,10,355.8,15.1,6,23.93,29.93,120,1809,97.5,0.83,15.1,1508,91.8,0,2.16,"MEDIUM"
2,20,"real-seed-maps","Distrito da Ferrugem",6,136.54,14.1,"Atirador",60,424,160,14,355.3,15.1,6,23.93,29.93,120,1809,97.5,0.83,15.1,1508,91.8,0,1.96,"MEDIUM"
2,20,"real-seed-maps","Distrito da Ferrugem",6,136.54,14.1,"Medico",60,1112,114,184,155.9,15.1,6,25.87,31.87,112,1840,99.1,0.89,16.4,1642,100,0,2.58,"LOW"
3,30,"real-seed-maps","Hospital Santa Ruína",6,136.54,24.1,"Lutador",90,1739,236,274,281.9,27.1,6,32.76,38.76,92,2708,100,1.08,29.4,2944,100,0,7.6,"LOW"
3,30,"real-seed-maps","Hospital Santa Ruína",6,136.54,24.1,"Assassino",90,534,236,14,726.5,27.1,6,30.07,36.07,99,2639,97.5,1,26.7,2665,90.5,4,8.15,"MEDIUM"
3,30,"real-seed-maps","Hospital Santa Ruína",6,136.54,24.1,"Atirador",90,550,240,16,751.2,27.1,6,30.07,36.07,99,2639,97.5,1,26.7,2665,90.5,4,7.88,"MEDIUM"
3,30,"real-seed-maps","Hospital Santa Ruína",6,136.54,24.1,"Medico",90,1580,164,272,254.3,27.1,6,32.76,38.76,92,2708,100,1.08,29.4,2944,100,0,9,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,136.54,34.1,"Lutador",120,2261,306,364,383.9,43.7,6,39,45,80,3778,100,1.25,47.2,4723,100,0,14.67,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,136.54,34.1,"Assassino",120,672,310,18,1161.2,43.7,6,35,41,87,3712,98.3,1.14,42.7,4266,90.3,9,15.68,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,136.54,34.1,"Atirador",120,694,318,20,1225.5,43.7,6,35,41,87,3712,98.3,1.14,42.7,4266,90.3,9,15.06,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,136.54,34.1,"Medico",120,2054,213,362,380.8,43.7,6,39,45,80,3778,100,1.25,47.2,4723,100,2,17.56,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,136.54,44.1,"Lutador",150,2801,382,458,488.4,66.9,6,40,46,78,5631,97.5,1.28,72.2,7219,100,3,28.79,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,136.54,44.1,"Assassino",150,804,384,20,1722.5,66.9,6,35,41,87,5705,98.8,1.14,65.6,6558,90.8,10,28.06,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,136.54,44.1,"Atirador",150,832,394,24,1851.4,66.9,6,35,41,87,5705,98.8,1.14,65.6,6558,90.8,10,26.82,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,136.54,44.1,"Medico",150,2528,267,452,534.8,66.9,6,39,45,80,5775,100,1.25,72.2,7219,100,4,34.22,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,136.54,54.1,"Lutador",180,3125,446,498,602.1,99.9,6,40,46,78,8410,98.7,1.28,107.8,10783,100,8,52.42,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,136.54,54.1,"Assassino",192,1020,446,36,2300,99.9,6,35,41,87,8522,100,1.14,97.9,9795,90.8,14,40.48,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,136.54,54.1,"Atirador",192,1042,458,40,2482.1,99.9,6,35,41,87,8522,100,1.14,97.9,9795,90.8,13,39.52,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,136.54,54.1,"Medico",180,2840,311,498,654.7,99.9,6,40,46,78,8410,98.7,1.28,107.8,10783,100,9,61.57,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,136.54,64.1,"Lutador",210,3473,498,544,705.3,146.9,6,41,47,76,12073,96.4,1.31,158.8,15885,100,10,92.44,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,136.54,64.1,"Assassino",234,1206,506,52,3036,146.9,6,35,41,87,12527,100,1.14,144,14399,90.6,13,59.35,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,136.54,64.1,"Atirador",234,1234,518,58,3226.4,146.9,6,35,41,87,12527,100,1.14,144,14399,90.6,13,57.77,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,136.54,64.1,"Medico",210,3128,353,540,800.6,146.9,6,40,46,78,12390,98.9,1.28,158.8,15885,100,11,109.31,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,136.54,74.1,"Lutador",240,3833,558,592,804.9,211.5,6,41,47,76,17359,96.3,1.31,228.4,22841,100,17,158.93,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,136.54,74.1,"Assassino",276,1410,564,68,3871.2,211.5,6,35,41,87,18026,100,1.14,207.2,20720,90.7,19,87.87,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,136.54,74.1,"Atirador",276,1432,574,74,4100.2,211.5,6,35,41,87,18026,100,1.14,207.2,20720,90.7,18,86.4,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,136.54,74.1,"Medico",240,3434,399,584,923.6,211.5,6,40,46,78,17816,98.8,1.28,228.4,22841,100,18,186.55,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,136.54,84.1,"Lutador",270,4157,618,632,937.3,304.3,6,41,47,76,24968,96.2,1.31,328.5,32852,100,20,265.02,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,136.54,84.1,"Assassino",318,1602,624,84,4827.9,304.3,6,35,41,87,25943,100,1.14,298.2,29819,90.8,25,129.66,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,136.54,84.1,"Atirador",318,1618,642,88,5210.9,304.3,6,35,41,87,25943,100,1.14,298.2,29819,90.8,25,128.66,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,136.54,84.1,"Medico",270,3740,441,630,1039,304.3,6,41,47,76,24968,96.2,1.31,328.5,32852,100,21,306.98,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,136.54,94.1,"Lutador",300,4523,678,680,1060.6,434,6,42,48,75,35138,95,1.33,468.5,46850,100,31,441.19,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,136.54,94.1,"Assassino",360,1794,686,98,5912.5,434,6,35,41,87,36983,100,1.14,425.1,42509,90.7,35,195.31,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,136.54,94.1,"Atirador",360,1834,698,108,6315,434,6,35,41,87,36983,100,1.14,425.1,42509,90.7,33,192.33,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,136.54,94.1,"Medico",300,4028,487,672,1147.4,434,6,41,47,76,35606,96.3,1.31,468.5,46850,100,33,510.56,"MEDIUM"
